acc_x,acc_y,label
-0.3245,0.8714999999999999,ohp
-0.251,0.7833333333333333,ohp
-0.176,0.6905,ohp
-0.13499999999999998,0.9733333333333333,ohp
-0.1345,0.9584999999999999,ohp
-0.158,0.956,ohp
-0.1365,0.956,ohp
-0.12866666666666668,0.9249999999999999,ohp
-0.10500000000000001,0.6495,ohp
-0.237,0.9206666666666666,ohp
-0.2225,0.8325,ohp
-0.30466666666666664,0.8983333333333334,ohp
-0.28600000000000003,0.9555,ohp
-0.27799999999999997,1.0173333333333332,ohp
-0.2125,1.0594999999999999,ohp
-0.23466666666666666,1.3163333333333334,ohp
-0.294,0.9470000000000001,ohp
-0.32466666666666666,0.7986666666666666,ohp
-0.32,0.8260000000000001,ohp
-0.297,0.8443333333333333,ohp
-0.1865,0.89,ohp
-0.085,0.8493333333333334,ohp
-0.068,0.9675,ohp
-0.09100000000000001,0.985,ohp
-0.079,0.963,ohp
-0.10533333333333333,0.9503333333333334,ohp
-0.112,1.0194999999999999,ohp
-0.10666666666666667,0.9273333333333333,ohp
-0.14150000000000001,0.73,ohp
-0.22266666666666668,0.842,ohp
-0.266,0.9065000000000001,ohp
-0.35333333333333333,0.9216666666666667,ohp
-0.374,0.9325,ohp
-0.34800000000000003,0.8846666666666666,ohp
-0.361,1.049,ohp
-0.23066666666666666,0.9276666666666668,ohp
-0.1845,1.011,ohp
-0.2376666666666667,1.2673333333333334,ohp
-0.3025,0.976,ohp
-0.324,0.8313333333333333,ohp
-0.3695,0.8085,ohp
-0.3113333333333333,0.8763333333333333,ohp
-0.16799999999999998,0.739,ohp
-0.10666666666666667,0.8889999999999999,ohp
-0.1145,0.887,ohp
-0.11199999999999999,0.6589999999999999,ohp
-0.33199999999999996,0.9545,ohp
-0.33499999999999996,0.8623333333333333,ohp
-0.4385,0.8875,ohp
-0.455,0.983,ohp
-0.33799999999999997,1.009,ohp
-0.26366666666666666,1.2163333333333333,ohp
-0.3305,1.1044999999999998,ohp
-0.30266666666666664,0.8300000000000001,ohp
-0.33,0.795,ohp
-0.34933333333333333,0.8626666666666667,ohp
-0.317,0.883,ohp
-0.20299999999999999,0.7559999999999999,ohp
-0.134,0.883,ohp
-0.14933333333333332,0.976,ohp
-0.136,0.9864999999999999,ohp
-0.13566666666666669,0.9620000000000001,ohp
-0.129,0.952,ohp
-0.14733333333333334,0.7383333333333333,ohp
-0.20450000000000002,0.8365,ohp
-0.29933333333333334,0.8796666666666667,ohp
-0.373,0.8805000000000001,ohp
-0.30133333333333334,0.899,ohp
-0.2855,1.0155,ohp
-0.19666666666666666,1.0306666666666666,ohp
-0.21,1.341,ohp
-0.248,1.032,ohp
-0.32799999999999996,0.8285,ohp
-0.3383333333333333,0.8079999999999999,ohp
-0.374,0.8325,ohp
-0.34099999999999997,0.8993333333333333,ohp
-0.20800000000000002,0.8534999999999999,ohp
-0.11866666666666666,0.7703333333333333,ohp
-0.199,1.002,ohp
-0.15966666666666665,0.742,ohp
-0.208,0.757,ohp
-0.29733333333333334,0.875,ohp
-0.4225,0.961,ohp
-0.33433333333333337,1.0116666666666667,ohp
-0.16749999999999998,1.1095000000000002,ohp
-0.10233333333333333,1.0296666666666667,ohp
-0.095,0.988,ohp
-0.07,0.988,ohp
-0.054,0.9644999999999999,ohp
-0.07166666666666667,0.9866666666666667,ohp
-0.0745,0.867,ohp
-0.14433333333333334,1.3113333333333335,ohp
-0.1825,0.971,ohp
-0.2986666666666667,0.8696666666666667,ohp
-0.328,0.8514999999999999,ohp
-0.2813333333333333,0.8946666666666667,ohp
-0.1585,0.8140000000000001,ohp
-0.11166666666666665,0.8516666666666666,ohp
-0.106,0.774,ohp
-0.207,0.8216666666666667,ohp
-0.23349999999999999,0.887,ohp
-0.24533333333333332,0.9886666666666666,ohp
-0.1745,1.1535,ohp
-0.07866666666666666,1.1013333333333335,ohp
-0.0325,1.114,ohp
-0.165,1.2336666666666667,ohp
-0.281,0.878,ohp
-0.32,0.827,ohp
-0.3055,0.893,ohp
-0.16666666666666666,0.8013333333333333,ohp
-0.129,0.85,ohp
-0.111,0.882,ohp
-0.14900000000000002,0.726,ohp
-0.20299999999999999,0.8530000000000001,ohp
-0.21100000000000002,0.918,ohp
-0.21133333333333335,1.1260000000000001,ohp
-0.131,1.2585,ohp
-0.013666666666666666,0.9373333333333332,ohp
-0.088,1.3415,ohp
-0.19333333333333333,1.049,ohp
-0.28300000000000003,0.8705,ohp
-0.312,0.8743333333333334,ohp
-0.26549999999999996,0.9205000000000001,ohp
-0.134,0.7303333333333333,ohp
-0.1085,0.9405,ohp
-0.104,0.7806666666666667,ohp
-0.16949999999999998,0.7649999999999999,ohp
-0.27299999999999996,0.8923333333333333,ohp
-0.2405,0.9889999999999999,ohp
-0.121,1.2083333333333333,ohp
-0.038,1.1555,ohp
-0.021666666666666667,0.8776666666666667,ohp
-0.094,1.468,ohp
-0.16966666666666666,0.9646666666666667,ohp
-0.275,0.84,ohp
-0.3073333333333333,0.882,ohp
-0.2815,0.922,ohp
-0.132,0.7943333333333333,ohp
-0.093,0.8835,ohp
-0.057333333333333326,0.8963333333333333,ohp
-0.10850000000000001,0.7835000000000001,ohp
-0.20133333333333334,0.831,ohp
-0.2355,0.871,ohp
-0.19366666666666665,1.11,ohp
-0.084,1.28,ohp
-0.057333333333333326,0.9256666666666667,ohp
-0.041999999999999996,0.966,ohp
-0.12833333333333333,1.3113333333333335,ohp
-0.249,0.87,ohp
-0.333,0.8086666666666668,ohp
-0.353,0.8625,ohp
-0.336,0.9323333333333333,ohp
-0.2665,0.9385,ohp
-0.15,0.8673333333333334,ohp
-0.093,0.8109999999999999,ohp
-0.11966666666666666,0.9176666666666667,ohp
-0.1635,0.7925,ohp
-0.22633333333333336,0.8303333333333333,ohp
-0.2915,0.9075,ohp
-0.26166666666666666,0.9723333333333333,ohp
-0.2115,1.13,ohp
-0.11366666666666665,1.1106666666666667,ohp
-0.055,0.9485,ohp
-0.101,1.056,ohp
-0.132,1.2665,ohp
-0.2836666666666667,1.1263333333333334,ohp
-0.2995,0.757,ohp
-0.31033333333333335,0.7286666666666667,ohp
-0.369,0.919,ohp
-0.2833333333333333,0.898,ohp
-0.1865,0.772,ohp
-0.06899999999999999,0.952,ohp
-0.0815,0.913,ohp
-0.081,0.757,ohp
-0.2065,0.947,ohp
-0.25566666666666665,0.8583333333333334,ohp
-0.3285,0.8734999999999999,ohp
-0.3566666666666667,0.9373333333333332,ohp
-0.3145,1.0154999999999998,ohp
-0.28200000000000003,1.2443333333333333,ohp
-0.322,1.2374999999999998,ohp
-0.3383333333333334,0.8196666666666667,ohp
-0.34850000000000003,0.775,ohp
-0.23666666666666666,0.6786666666666666,ohp
-0.14350000000000002,0.731,ohp
-0.15166666666666664,0.7026666666666667,ohp
-0.232,0.802,ohp
-0.33899999999999997,0.8923333333333333,ohp
-0.344,0.979,ohp
-0.318,1.1196666666666666,ohp
-0.28700000000000003,1.4805,ohp
-0.34,1.0223333333333333,ohp
-0.3665,0.769,ohp
-0.35533333333333333,0.7883333333333334,ohp
-0.24,0.764,ohp
-0.14733333333333334,0.6513333333333334,ohp
-0.182,0.5965,ohp
-0.3913333333333333,0.8969999999999999,ohp
-0.3875,0.782,ohp
-0.43366666666666664,0.9710000000000001,ohp
-0.27549999999999997,1.028,ohp
-0.3496666666666666,1.3499999999999999,ohp
-0.35050000000000003,0.962,ohp
-0.332,0.8513333333333333,ohp
-0.32,0.815,ohp
-0.30433333333333334,0.8633333333333333,ohp
-0.135,0.5589999999999999,ohp
-0.18433333333333332,0.8856666666666667,ohp
-0.1275,0.4935,ohp
-0.353,0.88,ohp
-0.398,0.8745,ohp
-0.4003333333333334,1.0163333333333333,ohp
-0.3345,1.0655000000000001,ohp
-0.34400000000000003,1.3310000000000002,ohp
-0.3665,0.9099999999999999,ohp
-0.3363333333333333,0.818,ohp
-0.35550000000000004,0.8135,ohp
-0.35533333333333333,0.875,ohp
-0.191,0.7235,ohp
-0.13166666666666668,0.8413333333333334,ohp
-0.1335,0.9485,ohp
-0.149,0.9606666666666666,ohp
-0.122,0.944,ohp
-0.11133333333333334,0.634,ohp
-0.3025,0.8514999999999999,ohp
-0.30433333333333334,0.9366666666666666,ohp
-0.261,0.9355,ohp
-0.22666666666666668,1.1139999999999999,ohp
-0.1545,1.0350000000000001,ohp
-0.07733333333333332,0.959,ohp
-0.118,0.9684999999999999,ohp
