,label,participant,category
251,bench,A,heavy
252,bench,A,heavy
253,bench,A,heavy
254,bench,A,heavy
255,bench,A,heavy
256,bench,A,heavy
257,bench,A,heavy
258,bench,A,heavy
259,bench,A,heavy
260,bench,A,heavy
261,bench,A,heavy
262,bench,A,heavy
263,bench,A,heavy
264,bench,A,heavy
265,bench,A,heavy
266,bench,A,heavy
267,bench,A,heavy
268,bench,A,heavy
269,bench,A,heavy
270,bench,A,heavy
271,bench,A,heavy
272,bench,A,heavy
273,bench,A,heavy
274,bench,A,heavy
275,bench,A,heavy
276,bench,A,heavy
277,bench,A,heavy
278,bench,A,heavy
279,bench,A,heavy
280,bench,A,heavy
281,bench,A,heavy
282,bench,A,heavy
283,bench,A,heavy
284,bench,A,heavy
285,bench,A,heavy
286,bench,A,heavy
287,bench,A,heavy
288,bench,A,heavy
289,bench,A,heavy
290,bench,A,heavy
291,bench,A,heavy
292,bench,A,heavy
293,bench,A,heavy
294,bench,A,heavy
295,bench,A,heavy
296,bench,A,heavy
297,bench,A,heavy
298,bench,A,heavy
299,bench,A,heavy
300,bench,A,heavy
301,bench,A,heavy
302,bench,A,heavy
303,bench,A,heavy
304,bench,A,heavy
305,bench,A,heavy
306,bench,A,heavy
307,bench,A,heavy
308,bench,A,heavy
309,bench,A,heavy
310,bench,A,heavy
311,bench,A,heavy
312,ohp,A,heavy
313,ohp,A,heavy
314,ohp,A,heavy
315,ohp,A,heavy
316,ohp,A,heavy
317,ohp,A,heavy
318,ohp,A,heavy
319,ohp,A,heavy
320,ohp,A,heavy
321,ohp,A,heavy
322,ohp,A,heavy
323,ohp,A,heavy
324,ohp,A,heavy
325,ohp,A,heavy
326,ohp,A,heavy
327,ohp,A,heavy
328,ohp,A,heavy
329,ohp,A,heavy
330,ohp,A,heavy
331,ohp,A,heavy
332,ohp,A,heavy
333,ohp,A,heavy
334,ohp,A,heavy
335,ohp,A,heavy
336,ohp,A,heavy
337,ohp,A,heavy
338,ohp,A,heavy
339,ohp,A,heavy
340,ohp,A,heavy
341,ohp,A,heavy
342,ohp,A,heavy
343,ohp,A,heavy
344,ohp,A,heavy
345,ohp,A,heavy
346,ohp,A,heavy
347,ohp,A,heavy
348,ohp,A,heavy
349,ohp,A,heavy
350,ohp,A,heavy
351,ohp,A,heavy
352,ohp,A,heavy
353,ohp,A,heavy
354,ohp,A,heavy
355,ohp,A,heavy
356,ohp,A,heavy
357,ohp,A,heavy
358,ohp,A,heavy
359,ohp,A,heavy
360,ohp,A,heavy
361,ohp,A,heavy
362,ohp,A,heavy
363,ohp,A,heavy
364,ohp,A,heavy
365,ohp,A,heavy
366,ohp,A,heavy
367,ohp,A,heavy
368,ohp,A,heavy
369,ohp,A,heavy
370,ohp,A,heavy
371,ohp,A,heavy
372,ohp,A,heavy
373,ohp,A,heavy
374,ohp,A,heavy
375,ohp,A,heavy
376,ohp,A,heavy
377,ohp,A,heavy
378,ohp,A,heavy
379,ohp,A,heavy
380,ohp,A,heavy
381,ohp,A,heavy
382,ohp,A,heavy
383,ohp,A,heavy
384,ohp,A,heavy
385,ohp,A,heavy
386,ohp,A,heavy
387,ohp,A,heavy
388,ohp,B,heavy
389,ohp,B,heavy
390,ohp,B,heavy
391,ohp,B,heavy
392,ohp,B,heavy
393,ohp,B,heavy
394,ohp,B,heavy
395,ohp,B,heavy
396,ohp,B,heavy
397,ohp,B,heavy
398,ohp,B,heavy
399,ohp,B,heavy
400,ohp,B,heavy
401,ohp,B,heavy
402,ohp,B,heavy
403,ohp,B,heavy
404,ohp,B,heavy
405,ohp,B,heavy
406,ohp,B,heavy
407,ohp,B,heavy
408,ohp,B,heavy
409,ohp,B,heavy
410,ohp,B,heavy
411,ohp,B,heavy
412,ohp,B,heavy
413,ohp,B,heavy
414,ohp,B,heavy
415,ohp,B,heavy
416,ohp,B,heavy
417,ohp,B,heavy
418,ohp,B,heavy
419,ohp,B,heavy
420,ohp,B,heavy
421,ohp,B,heavy
422,ohp,B,heavy
423,ohp,B,heavy
424,ohp,B,heavy
425,ohp,B,heavy
426,ohp,B,heavy
427,ohp,B,heavy
428,ohp,B,heavy
429,ohp,B,heavy
430,ohp,B,heavy
431,ohp,B,heavy
432,ohp,B,heavy
433,ohp,B,heavy
434,ohp,B,heavy
435,ohp,B,heavy
436,ohp,B,heavy
437,ohp,B,heavy
438,ohp,B,heavy
439,ohp,B,heavy
440,ohp,B,heavy
441,ohp,B,heavy
442,ohp,B,heavy
443,ohp,B,heavy
444,ohp,B,heavy
445,ohp,B,heavy
446,ohp,B,heavy
447,ohp,B,heavy
448,ohp,B,heavy
449,ohp,B,heavy
450,ohp,B,heavy
451,ohp,B,heavy
452,ohp,B,heavy
453,ohp,B,heavy
454,ohp,B,heavy
455,ohp,B,heavy
456,ohp,B,heavy
457,ohp,B,heavy
458,ohp,B,heavy
459,ohp,B,heavy
460,ohp,B,heavy
461,ohp,B,heavy
462,ohp,B,heavy
463,ohp,B,heavy
464,ohp,B,heavy
465,ohp,B,heavy
466,ohp,B,heavy
467,ohp,B,heavy
468,ohp,B,heavy
469,ohp,B,heavy
470,ohp,B,heavy
471,ohp,B,heavy
472,ohp,B,heavy
473,ohp,B,heavy
474,ohp,B,heavy
475,ohp,B,heavy
476,ohp,A,heavy
477,ohp,A,heavy
478,ohp,A,heavy
479,ohp,A,heavy
480,ohp,A,heavy
481,ohp,A,heavy
482,ohp,A,heavy
483,ohp,A,heavy
484,ohp,A,heavy
485,ohp,A,heavy
486,ohp,A,heavy
487,ohp,A,heavy
488,ohp,A,heavy
489,ohp,A,heavy
490,ohp,A,heavy
491,ohp,A,heavy
492,ohp,A,heavy
493,ohp,A,heavy
494,ohp,A,heavy
495,ohp,A,heavy
496,ohp,A,heavy
497,ohp,A,heavy
498,ohp,A,heavy
499,ohp,A,heavy
500,ohp,A,heavy
501,ohp,A,heavy
502,ohp,A,heavy
503,ohp,A,heavy
504,ohp,A,heavy
505,ohp,A,heavy
506,ohp,A,heavy
507,ohp,A,heavy
508,ohp,A,heavy
509,ohp,A,heavy
510,ohp,A,heavy
511,ohp,A,heavy
512,ohp,A,heavy
513,ohp,A,heavy
514,ohp,A,heavy
515,ohp,A,heavy
516,ohp,A,heavy
517,ohp,A,heavy
518,ohp,A,heavy
519,ohp,A,heavy
520,ohp,A,heavy
521,ohp,A,heavy
522,ohp,A,heavy
523,ohp,A,heavy
524,ohp,A,heavy
525,ohp,A,heavy
526,ohp,A,heavy
527,ohp,A,heavy
528,ohp,A,heavy
529,ohp,A,heavy
530,ohp,A,heavy
531,ohp,A,heavy
532,ohp,A,heavy
533,ohp,A,heavy
534,ohp,A,heavy
535,ohp,A,heavy
536,ohp,A,heavy
537,ohp,A,heavy
538,ohp,A,heavy
539,ohp,B,heavy
540,ohp,B,heavy
541,ohp,B,heavy
542,ohp,B,heavy
543,ohp,B,heavy
544,ohp,B,heavy
545,ohp,B,heavy
546,ohp,B,heavy
547,ohp,B,heavy
548,ohp,B,heavy
549,ohp,B,heavy
550,ohp,B,heavy
551,ohp,B,heavy
552,ohp,B,heavy
553,ohp,B,heavy
554,ohp,B,heavy
555,ohp,B,heavy
556,ohp,B,heavy
557,ohp,B,heavy
558,ohp,B,heavy
559,ohp,B,heavy
560,ohp,B,heavy
561,ohp,B,heavy
562,ohp,B,heavy
563,ohp,B,heavy
564,ohp,B,heavy
565,ohp,B,heavy
566,ohp,B,heavy
567,ohp,B,heavy
568,ohp,B,heavy
569,ohp,B,heavy
570,ohp,B,heavy
571,ohp,B,heavy
572,ohp,B,heavy
573,ohp,B,heavy
574,ohp,B,heavy
575,ohp,B,heavy
576,ohp,B,heavy
577,ohp,B,heavy
578,ohp,B,heavy
579,ohp,B,heavy
580,ohp,B,heavy
581,ohp,B,heavy
582,ohp,B,heavy
583,ohp,B,heavy
584,ohp,B,heavy
585,ohp,B,heavy
586,ohp,B,heavy
587,ohp,B,heavy
588,ohp,B,heavy
589,ohp,B,heavy
590,ohp,B,heavy
591,ohp,B,heavy
592,ohp,B,heavy
593,ohp,B,heavy
594,ohp,B,heavy
595,ohp,B,heavy
596,ohp,B,heavy
597,ohp,B,heavy
598,ohp,B,heavy
599,ohp,B,heavy
600,ohp,B,heavy
601,ohp,B,heavy
602,ohp,B,heavy
603,ohp,B,heavy
604,ohp,B,heavy
605,ohp,B,heavy
606,ohp,B,heavy
607,ohp,B,heavy
608,ohp,B,heavy
609,ohp,B,heavy
610,ohp,B,heavy
611,ohp,B,heavy
612,ohp,B,heavy
613,ohp,B,heavy
614,ohp,B,heavy
615,ohp,B,heavy
616,ohp,B,heavy
617,ohp,B,heavy
618,ohp,B,heavy
619,ohp,B,heavy
620,ohp,B,heavy
621,ohp,B,heavy
622,ohp,B,heavy
623,ohp,B,heavy
624,ohp,B,heavy
625,ohp,B,heavy
626,ohp,B,heavy
627,ohp,B,heavy
628,ohp,B,heavy
629,ohp,B,heavy
630,ohp,B,heavy
631,ohp,B,heavy
632,ohp,B,heavy
633,ohp,A,heavy
634,ohp,A,heavy
635,ohp,A,heavy
636,ohp,A,heavy
637,ohp,A,heavy
638,ohp,A,heavy
639,ohp,A,heavy
640,ohp,A,heavy
641,ohp,A,heavy
642,ohp,A,heavy
643,ohp,A,heavy
644,ohp,A,heavy
645,ohp,A,heavy
646,ohp,A,heavy
647,ohp,A,heavy
648,ohp,A,heavy
649,ohp,A,heavy
650,ohp,A,heavy
651,ohp,A,heavy
652,ohp,A,heavy
653,ohp,A,heavy
654,ohp,A,heavy
655,ohp,A,heavy
656,ohp,A,heavy
657,ohp,A,heavy
658,ohp,A,heavy
659,ohp,A,heavy
660,ohp,A,heavy
661,ohp,A,heavy
662,ohp,A,heavy
663,ohp,A,heavy
664,ohp,A,heavy
665,ohp,A,heavy
666,ohp,A,heavy
667,ohp,A,heavy
668,ohp,A,heavy
669,ohp,A,heavy
670,ohp,A,heavy
671,ohp,A,heavy
672,ohp,A,heavy
673,ohp,A,heavy
674,ohp,A,heavy
675,ohp,A,heavy
676,ohp,A,heavy
677,ohp,A,heavy
678,ohp,A,heavy
679,ohp,A,heavy
680,ohp,A,heavy
681,ohp,A,heavy
682,ohp,A,heavy
683,ohp,A,heavy
684,ohp,A,heavy
685,ohp,A,heavy
686,ohp,A,heavy
687,ohp,A,heavy
688,ohp,A,heavy
689,ohp,A,heavy
690,ohp,A,heavy
691,ohp,A,heavy
692,ohp,A,heavy
693,ohp,A,heavy
694,ohp,A,heavy
695,ohp,A,heavy
696,ohp,A,heavy
697,ohp,A,heavy
698,ohp,A,heavy
699,ohp,A,heavy
700,ohp,A,heavy
701,ohp,A,heavy
702,ohp,A,heavy
703,ohp,A,heavy
704,ohp,A,heavy
705,ohp,A,heavy
706,ohp,A,heavy
707,ohp,A,heavy
708,ohp,A,heavy
709,ohp,B,heavy
710,ohp,B,heavy
711,ohp,B,heavy
712,ohp,B,heavy
713,ohp,B,heavy
714,ohp,B,heavy
715,ohp,B,heavy
716,ohp,B,heavy
717,ohp,B,heavy
718,ohp,B,heavy
719,ohp,B,heavy
720,ohp,B,heavy
721,ohp,B,heavy
722,ohp,B,heavy
723,ohp,B,heavy
724,ohp,B,heavy
725,ohp,B,heavy
726,ohp,B,heavy
727,ohp,B,heavy
728,ohp,B,heavy
729,ohp,B,heavy
730,ohp,B,heavy
731,ohp,B,heavy
732,ohp,B,heavy
733,ohp,B,heavy
734,ohp,B,heavy
735,ohp,B,heavy
736,ohp,B,heavy
737,ohp,B,heavy
738,ohp,B,heavy
739,ohp,B,heavy
740,ohp,B,heavy
741,ohp,B,heavy
742,ohp,B,heavy
743,ohp,B,heavy
744,ohp,B,heavy
745,ohp,B,heavy
746,ohp,B,heavy
747,ohp,B,heavy
748,ohp,B,heavy
749,ohp,B,heavy
750,ohp,B,heavy
751,ohp,B,heavy
752,ohp,B,heavy
753,ohp,B,heavy
754,ohp,B,heavy
755,ohp,B,heavy
756,ohp,B,heavy
757,ohp,B,heavy
758,ohp,B,heavy
759,ohp,B,heavy
760,ohp,B,heavy
761,ohp,B,heavy
762,ohp,B,heavy
763,ohp,B,heavy
764,ohp,B,heavy
765,ohp,B,heavy
766,ohp,B,heavy
767,ohp,B,heavy
768,ohp,B,heavy
769,ohp,B,heavy
770,ohp,B,heavy
771,ohp,B,heavy
772,ohp,B,heavy
773,ohp,B,heavy
774,ohp,B,heavy
775,ohp,B,heavy
776,ohp,B,medium
777,ohp,B,medium
778,ohp,B,medium
779,ohp,B,medium
780,ohp,B,medium
781,ohp,B,medium
782,ohp,B,medium
783,ohp,B,medium
784,ohp,B,medium
785,ohp,B,medium
786,ohp,B,medium
787,ohp,B,medium
788,ohp,B,medium
789,ohp,B,medium
790,ohp,B,medium
791,ohp,B,medium
792,ohp,B,medium
793,ohp,B,medium
794,ohp,B,medium
795,ohp,B,medium
796,ohp,B,medium
797,ohp,B,medium
798,ohp,B,medium
799,ohp,B,medium
800,ohp,B,medium
801,ohp,B,medium
802,ohp,B,medium
803,ohp,B,medium
804,ohp,B,medium
805,ohp,B,medium
806,ohp,B,medium
807,ohp,B,medium
808,ohp,B,medium
809,ohp,B,medium
810,ohp,B,medium
811,ohp,B,medium
812,ohp,B,medium
813,ohp,B,medium
814,ohp,B,medium
815,ohp,B,medium
816,ohp,B,medium
817,ohp,B,medium
818,ohp,B,medium
819,ohp,B,medium
820,ohp,B,medium
821,ohp,B,medium
822,ohp,B,medium
823,ohp,B,medium
824,ohp,B,medium
825,ohp,B,medium
826,ohp,B,medium
827,ohp,B,medium
828,ohp,B,medium
829,ohp,B,medium
830,ohp,B,medium
831,ohp,B,medium
832,ohp,B,medium
833,ohp,B,medium
834,ohp,B,medium
835,ohp,B,medium
836,ohp,B,medium
837,ohp,B,medium
838,ohp,B,medium
839,ohp,B,medium
840,ohp,B,medium
841,ohp,B,medium
842,ohp,B,medium
843,ohp,B,medium
844,ohp,B,medium
845,ohp,B,medium
846,ohp,B,medium
847,ohp,B,medium
848,ohp,B,medium
849,ohp,B,medium
850,ohp,B,medium
851,ohp,B,medium
852,ohp,B,medium
853,ohp,B,medium
854,ohp,B,medium
855,ohp,B,medium
856,ohp,B,medium
857,ohp,B,medium
858,ohp,B,medium
859,ohp,B,medium
860,ohp,B,medium
861,ohp,B,medium
862,ohp,B,medium
863,ohp,B,medium
864,ohp,B,medium
865,ohp,B,medium
866,ohp,B,medium
867,ohp,B,medium
868,ohp,B,medium
869,ohp,B,medium
870,ohp,B,medium
871,ohp,B,medium
872,ohp,B,medium
873,ohp,B,medium
874,ohp,B,medium
875,ohp,B,medium
876,ohp,B,medium
877,ohp,B,medium
878,ohp,B,medium
879,ohp,B,medium
880,ohp,B,medium
881,ohp,B,medium
882,ohp,B,medium
883,ohp,B,medium
884,ohp,B,medium
885,ohp,A,medium
886,ohp,A,medium
887,ohp,A,medium
888,ohp,A,medium
889,ohp,A,medium
890,ohp,A,medium
891,ohp,A,medium
892,ohp,A,medium
893,ohp,A,medium
894,ohp,A,medium
895,ohp,A,medium
896,ohp,A,medium
897,ohp,A,medium
898,ohp,A,medium
899,ohp,A,medium
900,ohp,A,medium
901,ohp,A,medium
902,ohp,A,medium
903,ohp,A,medium
904,ohp,A,medium
905,ohp,A,medium
906,ohp,A,medium
907,ohp,A,medium
908,ohp,A,medium
909,ohp,A,medium
910,ohp,A,medium
911,ohp,A,medium
912,ohp,A,medium
913,ohp,A,medium
914,ohp,A,medium
915,ohp,A,medium
916,ohp,A,medium
917,ohp,A,medium
918,ohp,A,medium
919,ohp,A,medium
920,ohp,A,medium
921,ohp,A,medium
922,ohp,A,medium
923,ohp,A,medium
924,ohp,A,medium
925,ohp,A,medium
926,ohp,A,medium
927,ohp,A,medium
928,ohp,A,medium
929,ohp,A,medium
930,ohp,A,medium
931,ohp,A,medium
932,ohp,A,medium
933,ohp,A,medium
934,ohp,A,medium
935,ohp,A,medium
936,ohp,A,medium
937,ohp,A,medium
938,ohp,A,medium
939,ohp,A,medium
940,ohp,A,medium
941,ohp,A,medium
942,ohp,A,medium
943,ohp,A,medium
944,ohp,A,medium
945,ohp,A,medium
946,ohp,A,medium
947,ohp,A,medium
948,ohp,A,medium
949,ohp,A,medium
950,ohp,A,medium
951,ohp,A,medium
952,ohp,A,medium
953,ohp,A,medium
954,ohp,A,medium
955,ohp,A,medium
956,ohp,A,medium
957,ohp,A,medium
958,ohp,A,medium
959,ohp,A,medium
960,ohp,A,medium
961,ohp,A,medium
962,ohp,A,medium
963,ohp,A,medium
964,ohp,A,medium
965,ohp,A,medium
966,ohp,A,medium
967,ohp,A,medium
968,ohp,A,medium
969,ohp,A,medium
970,ohp,A,medium
971,ohp,A,medium
972,ohp,A,medium
973,ohp,A,medium
974,ohp,A,medium
975,ohp,A,medium
976,ohp,A,medium
977,ohp,A,medium
978,ohp,A,medium
979,ohp,A,medium
980,ohp,A,medium
981,ohp,A,medium
982,ohp,A,medium
983,ohp,A,medium
984,ohp,A,medium
985,ohp,A,medium
986,ohp,A,medium
987,ohp,A,medium
988,ohp,A,medium
989,ohp,A,medium
990,ohp,A,medium
991,ohp,A,medium
992,ohp,A,medium
993,ohp,A,medium
994,ohp,A,medium
995,ohp,B,medium
996,ohp,B,medium
997,ohp,B,medium
998,ohp,B,medium
999,ohp,B,medium
1000,ohp,B,medium
1001,ohp,B,medium
1002,ohp,B,medium
1003,ohp,B,medium
1004,ohp,B,medium
1005,ohp,B,medium
1006,ohp,B,medium
1007,ohp,B,medium
1008,ohp,B,medium
1009,ohp,B,medium
1010,ohp,B,medium
1011,ohp,B,medium
1012,ohp,B,medium
1013,ohp,B,medium
1014,ohp,B,medium
1015,ohp,B,medium
1016,ohp,B,medium
1017,ohp,B,medium
1018,ohp,B,medium
1019,ohp,B,medium
1020,ohp,B,medium
1021,ohp,B,medium
1022,ohp,B,medium
1023,ohp,B,medium
1024,ohp,B,medium
1025,ohp,B,medium
1026,ohp,B,medium
1027,ohp,B,medium
1028,ohp,B,medium
1029,ohp,B,medium
1030,ohp,B,medium
1031,ohp,B,medium
1032,ohp,B,medium
1033,ohp,B,medium
1034,ohp,B,medium
1035,ohp,B,medium
1036,ohp,B,medium
1037,ohp,B,medium
1038,ohp,B,medium
1039,ohp,B,medium
1040,ohp,B,medium
1041,ohp,B,medium
1042,ohp,B,medium
1043,ohp,B,medium
1044,ohp,B,medium
1045,ohp,B,medium
1046,ohp,B,medium
1047,ohp,B,medium
1048,ohp,B,medium
1049,ohp,B,medium
1050,ohp,B,medium
1051,ohp,B,medium
1052,ohp,B,medium
1053,ohp,B,medium
1054,ohp,B,medium
1055,ohp,B,medium
1056,ohp,B,medium
1057,ohp,B,medium
1058,ohp,B,medium
1059,ohp,B,medium
1060,ohp,B,medium
1061,ohp,B,medium
1062,ohp,B,medium
1063,ohp,B,medium
1064,ohp,B,medium
1065,ohp,B,medium
1066,ohp,B,medium
1067,ohp,B,medium
1068,ohp,B,medium
1069,ohp,B,medium
1070,ohp,B,medium
1071,ohp,B,medium
1072,ohp,B,medium
1073,ohp,B,medium
1074,ohp,B,medium
1075,ohp,B,medium
1076,ohp,B,medium
1077,ohp,B,medium
1078,ohp,B,medium
1079,ohp,B,medium
1080,ohp,B,medium
1081,ohp,B,medium
1082,ohp,B,medium
1083,ohp,B,medium
1084,ohp,B,medium
1085,ohp,B,medium
1086,ohp,B,medium
1087,ohp,B,medium
1088,ohp,B,medium
1089,ohp,B,medium
1090,ohp,B,medium
1091,ohp,B,medium
1092,ohp,B,medium
1093,ohp,B,medium
1094,ohp,B,medium
1095,ohp,B,medium
1096,ohp,B,medium
1097,ohp,B,medium
1098,ohp,B,medium
1099,ohp,B,medium
1100,ohp,B,medium
1101,ohp,B,medium
1102,ohp,B,medium
1103,ohp,B,medium
1104,ohp,B,medium
1105,ohp,B,medium
1106,ohp,B,medium
1107,ohp,B,medium
1108,ohp,B,medium
1109,ohp,B,medium
1110,ohp,B,medium
1111,ohp,B,medium
1112,ohp,B,medium
1113,ohp,B,medium
1114,ohp,B,medium
1115,ohp,B,medium
1116,ohp,B,medium
1117,ohp,B,medium
1118,ohp,B,medium
1119,ohp,B,medium
1120,ohp,B,medium
1121,ohp,B,medium
1122,ohp,B,medium
1123,ohp,B,medium
1124,ohp,B,medium
1125,ohp,B,medium
1126,ohp,B,medium
1127,ohp,B,medium
1128,ohp,A,medium
1129,ohp,A,medium
1130,ohp,A,medium
1131,ohp,A,medium
1132,ohp,A,medium
1133,ohp,A,medium
1134,ohp,A,medium
1135,ohp,A,medium
1136,ohp,A,medium
1137,ohp,A,medium
1138,ohp,A,medium
1139,ohp,A,medium
1140,ohp,A,medium
1141,ohp,A,medium
1142,ohp,A,medium
1143,ohp,A,medium
1144,ohp,A,medium
1145,ohp,A,medium
1146,ohp,A,medium
1147,ohp,A,medium
1148,ohp,A,medium
1149,ohp,A,medium
1150,ohp,A,medium
1151,ohp,A,medium
1152,ohp,A,medium
1153,ohp,A,medium
1154,ohp,A,medium
1155,ohp,A,medium
1156,ohp,A,medium
1157,ohp,A,medium
1158,ohp,A,medium
1159,ohp,A,medium
1160,ohp,A,medium
1161,ohp,A,medium
1162,ohp,A,medium
1163,ohp,A,medium
1164,ohp,A,medium
1165,ohp,A,medium
1166,ohp,A,medium
1167,ohp,A,medium
1168,ohp,A,medium
1169,ohp,A,medium
1170,ohp,A,medium
1171,ohp,A,medium
1172,ohp,A,medium
1173,ohp,A,medium
1174,ohp,A,medium
1175,ohp,A,medium
1176,ohp,A,medium
1177,ohp,A,medium
1178,ohp,A,medium
1179,ohp,A,medium
1180,ohp,A,medium
1181,ohp,A,medium
1182,ohp,A,medium
1183,ohp,A,medium
1184,ohp,A,medium
1185,ohp,A,medium
1186,ohp,A,medium
1187,ohp,A,medium
1188,ohp,A,medium
1189,ohp,A,medium
1190,ohp,A,medium
1191,ohp,A,medium
1192,ohp,A,medium
1193,ohp,A,medium
1194,ohp,A,medium
1195,ohp,A,medium
1196,ohp,A,medium
1197,ohp,A,medium
1198,ohp,A,medium
1199,ohp,A,medium
1200,ohp,A,medium
1201,ohp,A,medium
1202,ohp,A,medium
1203,ohp,A,medium
1204,ohp,A,medium
1205,ohp,A,medium
1206,ohp,A,medium
1207,ohp,A,medium
1208,ohp,A,medium
1209,ohp,A,medium
